,LR,MOM,BS,Epochs,Acc,Time
148,1.0,0.1,16,29,0.2,499.1482152938843
149,1.0,0.1,16,29,0.2,499.1482152938843
150,1.0,0.1,16,29,0.2,499.1482152938843
151,1.0,0.1,16,29,0.2,499.1482152938843
152,1.0,0.1,16,29,0.2,499.1482152938843
153,1.0,0.1,16,29,0.2,499.1482152938843
154,1.0,0.1,16,29,0.2,499.1482152938843
155,1.0,0.1,16,29,0.2,499.1482152938843
156,1.0,0.1,16,29,0.2,499.1482152938843
157,1.0,0.1,16,29,0.2,499.1482152938843
158,1.0,0.1,16,29,0.2,499.1482152938843
159,1.0,0.1,16,29,0.2,499.1482152938843
160,1.0,1.0,16,29,0.1375,490.6211807727814
161,1.0,1.0,16,29,0.1375,490.6211807727814
162,1.0,1.0,16,29,0.1375,490.6211807727814
163,1.0,1.0,16,29,0.1375,490.6211807727814
164,1.0,1.0,16,29,0.1375,490.6211807727814
165,1.0,1.0,16,29,0.1375,490.6211807727814
166,1.0,1.0,16,29,0.1375,490.6211807727814
167,1.0,1.0,16,29,0.1375,490.6211807727814
168,1.0,1.0,16,29,0.1375,490.6211807727814
169,1.0,1.0,16,29,0.1375,490.6211807727814
170,1.0,1.0,16,29,0.1375,490.6211807727814
171,1.0,1.0,16,29,0.1375,490.6211807727814
172,1.0,1.0,16,29,0.1375,490.6211807727814
173,1.0,1.0,16,29,0.1375,490.6211807727814
174,1.0,1.0,16,29,0.1375,490.6211807727814
175,1.0,1.0,16,29,0.1375,490.6211807727814
176,1.0,1.0,16,29,0.1375,490.6211807727814
177,1.0,1.0,16,29,0.1375,490.6211807727814
178,1.0,1.0,16,29,0.1375,490.6211807727814
179,1.0,1.0,16,29,0.1375,490.6211807727814
180,1.0,1.0,16,29,0.1375,490.6211807727814
181,1.0,1.0,16,29,0.1375,490.6211807727814
182,1.0,1.0,16,29,0.1375,490.6211807727814
183,1.0,1.0,16,29,0.1375,490.6211807727814
184,1.0,1.0,16,29,0.1375,490.6211807727814
185,1.0,1.0,16,29,0.1375,490.6211807727814
186,1.0,1.0,16,29,0.1375,490.6211807727814
187,1.0,1.0,16,29,0.1375,490.6211807727814
188,1.0,1.0,16,29,0.1375,490.6211807727814
189,1.0,1.0,16,29,0.1375,490.6211807727814
190,0.01,0.01,32,27,1.0,319.35549545288086
191,0.01,0.01,32,27,1.0,319.35549545288086
192,0.01,0.01,32,27,1.0,319.35549545288086
193,0.01,0.01,32,27,1.0,319.35549545288086
194,0.01,0.01,32,27,1.0,319.35549545288086
195,0.01,0.01,32,27,1.0,319.35549545288086
196,0.01,0.01,32,27,1.0,319.35549545288086
197,0.01,0.01,32,27,1.0,319.35549545288086
198,0.01,0.01,32,27,1.0,319.35549545288086
199,0.01,0.01,32,27,1.0,319.35549545288086
200,0.01,0.01,32,27,1.0,319.35549545288086
201,0.01,0.01,32,27,1.0,319.35549545288086
202,0.01,0.01,32,27,1.0,319.35549545288086
203,0.01,0.01,32,27,1.0,319.35549545288086
204,0.01,0.01,32,27,1.0,319.35549545288086
205,0.01,0.01,32,27,1.0,319.35549545288086
206,0.01,0.01,32,27,1.0,319.35549545288086
207,0.01,0.01,32,27,1.0,319.35549545288086
208,0.01,0.01,32,27,1.0,319.35549545288086
209,0.01,0.01,32,27,1.0,319.35549545288086
210,0.01,0.01,32,27,1.0,319.35549545288086
211,0.01,0.01,32,27,1.0,319.35549545288086
212,0.01,0.01,32,27,1.0,319.35549545288086
213,0.01,0.01,32,27,1.0,319.35549545288086
214,0.01,0.01,32,27,1.0,319.35549545288086
215,0.01,0.01,32,27,1.0,319.35549545288086
216,0.01,0.01,32,27,1.0,319.35549545288086
217,0.01,0.01,32,27,1.0,319.35549545288086
218,0.01,0.1,32,17,1.0,213.20833206176758
219,0.01,0.1,32,17,1.0,213.20833206176758
220,0.01,0.1,32,17,1.0,213.20833206176758
221,0.01,0.1,32,17,1.0,213.20833206176758
222,0.01,0.1,32,17,1.0,213.20833206176758
223,0.01,0.1,32,17,1.0,213.20833206176758
224,0.01,0.1,32,17,1.0,213.20833206176758
225,0.01,0.1,32,17,1.0,213.20833206176758
226,0.01,0.1,32,17,1.0,213.20833206176758
227,0.01,0.1,32,17,1.0,213.20833206176758
228,0.01,0.1,32,17,1.0,213.20833206176758
229,0.01,0.1,32,17,1.0,213.20833206176758
230,0.01,0.1,32,17,1.0,213.20833206176758
231,0.01,0.1,32,17,1.0,213.20833206176758
232,0.01,0.1,32,17,1.0,213.20833206176758
233,0.01,0.1,32,17,1.0,213.20833206176758
234,0.01,0.1,32,17,1.0,213.20833206176758
235,0.01,0.1,32,17,1.0,213.20833206176758
236,0.01,1.0,32,29,0.1625,372.1211836338043
237,0.01,1.0,32,29,0.1625,372.1211836338043
238,0.01,1.0,32,29,0.1625,372.1211836338043
239,0.01,1.0,32,29,0.1625,372.1211836338043
240,0.01,1.0,32,29,0.1625,372.1211836338043
241,0.01,1.0,32,29,0.1625,372.1211836338043
242,0.01,1.0,32,29,0.1625,372.1211836338043
243,0.01,1.0,32,29,0.1625,372.1211836338043
244,0.01,1.0,32,29,0.1625,372.1211836338043
245,0.01,1.0,32,29,0.1625,372.1211836338043
246,0.01,1.0,32,29,0.1625,372.1211836338043
247,0.01,1.0,32,29,0.1625,372.1211836338043
248,0.01,1.0,32,29,0.1625,372.1211836338043
249,0.01,1.0,32,29,0.1625,372.1211836338043
250,0.01,1.0,32,29,0.1625,372.1211836338043
251,0.01,1.0,32,29,0.1625,372.1211836338043
252,0.01,1.0,32,29,0.1625,372.1211836338043
253,0.01,1.0,32,29,0.1625,372.1211836338043
254,0.01,1.0,32,29,0.1625,372.1211836338043
255,0.01,1.0,32,29,0.1625,372.1211836338043
256,0.01,1.0,32,29,0.1625,372.1211836338043
257,0.01,1.0,32,29,0.1625,372.1211836338043
258,0.01,1.0,32,29,0.1625,372.1211836338043
259,0.01,1.0,32,29,0.1625,372.1211836338043
260,0.01,1.0,32,29,0.1625,372.1211836338043
261,0.01,1.0,32,29,0.1625,372.1211836338043
262,0.01,1.0,32,29,0.1625,372.1211836338043
263,0.01,1.0,32,29,0.1625,372.1211836338043
264,0.01,1.0,32,29,0.1625,372.1211836338043
265,0.01,1.0,32,29,0.1625,372.1211836338043
266,0.1,0.01,32,19,1.0,234.62955927848816
267,0.1,0.01,32,19,1.0,234.62955927848816
268,0.1,0.01,32,19,1.0,234.62955927848816
269,0.1,0.01,32,19,1.0,234.62955927848816
270,0.1,0.01,32,19,1.0,234.62955927848816
271,0.1,0.01,32,19,1.0,234.62955927848816
272,0.1,0.01,32,19,1.0,234.62955927848816
273,0.1,0.01,32,19,1.0,234.62955927848816
274,0.1,0.01,32,19,1.0,234.62955927848816
275,0.1,0.01,32,19,1.0,234.62955927848816
276,0.1,0.01,32,19,1.0,234.62955927848816
277,0.1,0.01,32,19,1.0,234.62955927848816
278,0.1,0.01,32,19,1.0,234.62955927848816
279,0.1,0.01,32,19,1.0,234.62955927848816
280,0.1,0.01,32,19,1.0,234.62955927848816
281,0.1,0.01,32,19,1.0,234.62955927848816
282,0.1,0.01,32,19,1.0,234.62955927848816
283,0.1,0.01,32,19,1.0,234.62955927848816
284,0.1,0.01,32,19,1.0,234.62955927848816
285,0.1,0.01,32,19,1.0,234.62955927848816
286,0.1,0.1,32,9,1.0,117.11060690879822
287,0.1,0.1,32,9,1.0,117.11060690879822
288,0.1,0.1,32,9,1.0,117.11060690879822
289,0.1,0.1,32,9,1.0,117.11060690879822
290,0.1,0.1,32,9,1.0,117.11060690879822
291,0.1,0.1,32,9,1.0,117.11060690879822
292,0.1,0.1,32,9,1.0,117.11060690879822
293,0.1,0.1,32,9,1.0,117.11060690879822
294,0.1,0.1,32,9,1.0,117.11060690879822
295,0.1,0.1,32,9,1.0,117.11060690879822
296,0.1,1.0,32,29,0.15,361.88509249687195
297,0.1,1.0,32,29,0.15,361.88509249687195
298,0.1,1.0,32,29,0.15,361.88509249687195
299,0.1,1.0,32,29,0.15,361.88509249687195
300,0.1,1.0,32,29,0.15,361.88509249687195
301,0.1,1.0,32,29,0.15,361.88509249687195
302,0.1,1.0,32,29,0.15,361.88509249687195
303,0.1,1.0,32,29,0.15,361.88509249687195
304,0.1,1.0,32,29,0.15,361.88509249687195
305,0.1,1.0,32,29,0.15,361.88509249687195
306,0.1,1.0,32,29,0.15,361.88509249687195
307,0.1,1.0,32,29,0.15,361.88509249687195
308,0.1,1.0,32,29,0.15,361.88509249687195
309,0.1,1.0,32,29,0.15,361.88509249687195
310,0.1,1.0,32,29,0.15,361.88509249687195
311,0.1,1.0,32,29,0.15,361.88509249687195
312,0.1,1.0,32,29,0.15,361.88509249687195
313,0.1,1.0,32,29,0.15,361.88509249687195
314,0.1,1.0,32,29,0.15,361.88509249687195
315,0.1,1.0,32,29,0.15,361.88509249687195
316,0.1,1.0,32,29,0.15,361.88509249687195
317,0.1,1.0,32,29,0.15,361.88509249687195
318,0.1,1.0,32,29,0.15,361.88509249687195
319,0.1,1.0,32,29,0.15,361.88509249687195
320,0.1,1.0,32,29,0.15,361.88509249687195
321,0.1,1.0,32,29,0.15,361.88509249687195
322,0.1,1.0,32,29,0.15,361.88509249687195
323,0.1,1.0,32,29,0.15,361.88509249687195
324,0.1,1.0,32,29,0.15,361.88509249687195
325,0.1,1.0,32,29,0.15,361.88509249687195
326,1.0,0.01,32,8,1.0,108.67880272865295
327,1.0,0.01,32,8,1.0,108.67880272865295
328,1.0,0.01,32,8,1.0,108.67880272865295
329,1.0,0.01,32,8,1.0,108.67880272865295
330,1.0,0.01,32,8,1.0,108.67880272865295
331,1.0,0.01,32,8,1.0,108.67880272865295
332,1.0,0.01,32,8,1.0,108.67880272865295
333,1.0,0.01,32,8,1.0,108.67880272865295
334,1.0,0.01,32,8,1.0,108.67880272865295
335,1.0,0.1,32,5,1.0,77.99506902694702
336,1.0,0.1,32,5,1.0,77.99506902694702
337,1.0,0.1,32,5,1.0,77.99506902694702
338,1.0,0.1,32,5,1.0,77.99506902694702
339,1.0,0.1,32,5,1.0,77.99506902694702
340,1.0,0.1,32,5,1.0,77.99506902694702
341,1.0,1.0,32,29,0.21875,371.09566950798035
342,1.0,1.0,32,29,0.21875,371.09566950798035
343,1.0,1.0,32,29,0.21875,371.09566950798035
344,1.0,1.0,32,29,0.21875,371.09566950798035
345,1.0,1.0,32,29,0.21875,371.09566950798035
346,1.0,1.0,32,29,0.21875,371.09566950798035
347,1.0,1.0,32,29,0.21875,371.09566950798035
348,1.0,1.0,32,29,0.21875,371.09566950798035
349,1.0,1.0,32,29,0.21875,371.09566950798035
350,1.0,1.0,32,29,0.21875,371.09566950798035
351,1.0,1.0,32,29,0.21875,371.09566950798035
352,1.0,1.0,32,29,0.21875,371.09566950798035
353,1.0,1.0,32,29,0.21875,371.09566950798035
354,1.0,1.0,32,29,0.21875,371.09566950798035
355,1.0,1.0,32,29,0.21875,371.09566950798035
356,1.0,1.0,32,29,0.21875,371.09566950798035
357,1.0,1.0,32,29,0.21875,371.09566950798035
358,1.0,1.0,32,29,0.21875,371.09566950798035
359,1.0,1.0,32,29,0.21875,371.09566950798035
360,1.0,1.0,32,29,0.21875,371.09566950798035
361,1.0,1.0,32,29,0.21875,371.09566950798035
362,1.0,1.0,32,29,0.21875,371.09566950798035
363,1.0,1.0,32,29,0.21875,371.09566950798035
364,1.0,1.0,32,29,0.21875,371.09566950798035
365,1.0,1.0,32,29,0.21875,371.09566950798035
366,1.0,1.0,32,29,0.21875,371.09566950798035
367,1.0,1.0,32,29,0.21875,371.09566950798035
368,1.0,1.0,32,29,0.21875,371.09566950798035
369,1.0,1.0,32,29,0.21875,371.09566950798035
370,1.0,1.0,32,29,0.21875,371.09566950798035
371,0.01,0.01,64,29,0.971875,347.916960477829
372,0.01,0.01,64,29,0.971875,347.916960477829
373,0.01,0.01,64,29,0.971875,347.916960477829
374,0.01,0.01,64,29,0.971875,347.916960477829
375,0.01,0.01,64,29,0.971875,347.916960477829
376,0.01,0.01,64,29,0.971875,347.916960477829
377,0.01,0.01,64,29,0.971875,347.916960477829
378,0.01,0.01,64,29,0.971875,347.916960477829
379,0.01,0.01,64,29,0.971875,347.916960477829
380,0.01,0.01,64,29,0.971875,347.916960477829
381,0.01,0.01,64,29,0.971875,347.916960477829
382,0.01,0.01,64,29,0.971875,347.916960477829
383,0.01,0.01,64,29,0.971875,347.916960477829
384,0.01,0.01,64,29,0.971875,347.916960477829
385,0.01,0.01,64,29,0.971875,347.916960477829
386,0.01,0.01,64,29,0.971875,347.916960477829
387,0.01,0.01,64,29,0.971875,347.916960477829
388,0.01,0.01,64,29,0.971875,347.916960477829
389,0.01,0.01,64,29,0.971875,347.916960477829
390,0.01,0.01,64,29,0.971875,347.916960477829
391,0.01,0.01,64,29,0.971875,347.916960477829
392,0.01,0.01,64,29,0.971875,347.916960477829
393,0.01,0.01,64,29,0.971875,347.916960477829
394,0.01,0.01,64,29,0.971875,347.916960477829
395,0.01,0.01,64,29,0.971875,347.916960477829
396,0.01,0.01,64,29,0.971875,347.916960477829
397,0.01,0.01,64,29,0.971875,347.916960477829
398,0.01,0.01,64,29,0.971875,347.916960477829
399,0.01,0.01,64,29,0.971875,347.916960477829
400,0.01,0.01,64,29,0.971875,347.916960477829
401,0.01,0.1,64,29,0.9875,331.0591697692871
402,0.01,0.1,64,29,0.9875,331.0591697692871
403,0.01,0.1,64,29,0.9875,331.0591697692871
404,0.01,0.1,64,29,0.9875,331.0591697692871
405,0.01,0.1,64,29,0.9875,331.0591697692871
406,0.01,0.1,64,29,0.9875,331.0591697692871
407,0.01,0.1,64,29,0.9875,331.0591697692871
408,0.01,0.1,64,29,0.9875,331.0591697692871
409,0.01,0.1,64,29,0.9875,331.0591697692871
410,0.01,0.1,64,29,0.9875,331.0591697692871
411,0.01,0.1,64,29,0.9875,331.0591697692871
412,0.01,0.1,64,29,0.9875,331.0591697692871
413,0.01,0.1,64,29,0.9875,331.0591697692871
414,0.01,0.1,64,29,0.9875,331.0591697692871
415,0.01,0.1,64,29,0.9875,331.0591697692871
416,0.01,0.1,64,29,0.9875,331.0591697692871
417,0.01,0.1,64,29,0.9875,331.0591697692871
418,0.01,0.1,64,29,0.9875,331.0591697692871
419,0.01,0.1,64,29,0.9875,331.0591697692871
420,0.01,0.1,64,29,0.9875,331.0591697692871
421,0.01,0.1,64,29,0.9875,331.0591697692871
422,0.01,0.1,64,29,0.9875,331.0591697692871
423,0.01,0.1,64,29,0.9875,331.0591697692871
424,0.01,0.1,64,29,0.9875,331.0591697692871
425,0.01,0.1,64,29,0.9875,331.0591697692871
426,0.01,0.1,64,29,0.9875,331.0591697692871
427,0.01,0.1,64,29,0.9875,331.0591697692871
428,0.01,0.1,64,29,0.9875,331.0591697692871
429,0.01,0.1,64,29,0.9875,331.0591697692871
430,0.01,0.1,64,29,0.9875,331.0591697692871
431,0.01,1.0,64,29,0.215625,274.83200120925903
432,0.01,1.0,64,29,0.215625,274.83200120925903
433,0.01,1.0,64,29,0.215625,274.83200120925903
434,0.01,1.0,64,29,0.215625,274.83200120925903
435,0.01,1.0,64,29,0.215625,274.83200120925903
436,0.01,1.0,64,29,0.215625,274.83200120925903
437,0.01,1.0,64,29,0.215625,274.83200120925903
438,0.01,1.0,64,29,0.215625,274.83200120925903
439,0.01,1.0,64,29,0.215625,274.83200120925903
440,0.01,1.0,64,29,0.215625,274.83200120925903
441,0.01,1.0,64,29,0.215625,274.83200120925903
442,0.01,1.0,64,29,0.215625,274.83200120925903
443,0.01,1.0,64,29,0.215625,274.83200120925903
444,0.01,1.0,64,29,0.215625,274.83200120925903
445,0.01,1.0,64,29,0.215625,274.83200120925903
446,0.01,1.0,64,29,0.215625,274.83200120925903
447,0.01,1.0,64,29,0.215625,274.83200120925903
448,0.01,1.0,64,29,0.215625,274.83200120925903
449,0.01,1.0,64,29,0.215625,274.83200120925903
450,0.01,1.0,64,29,0.215625,274.83200120925903
451,0.01,1.0,64,29,0.215625,274.83200120925903
452,0.01,1.0,64,29,0.215625,274.83200120925903
453,0.01,1.0,64,29,0.215625,274.83200120925903
454,0.01,1.0,64,29,0.215625,274.83200120925903
455,0.01,1.0,64,29,0.215625,274.83200120925903
456,0.01,1.0,64,29,0.215625,274.83200120925903
457,0.01,1.0,64,29,0.215625,274.83200120925903
458,0.01,1.0,64,29,0.215625,274.83200120925903
459,0.01,1.0,64,29,0.215625,274.83200120925903
460,0.01,1.0,64,29,0.215625,274.83200120925903
461,0.1,0.01,64,29,0.996875,277.70875573158264
462,0.1,0.01,64,29,0.996875,277.70875573158264
463,0.1,0.01,64,29,0.996875,277.70875573158264
464,0.1,0.01,64,29,0.996875,277.70875573158264
465,0.1,0.01,64,29,0.996875,277.70875573158264
466,0.1,0.01,64,29,0.996875,277.70875573158264
467,0.1,0.01,64,29,0.996875,277.70875573158264
468,0.1,0.01,64,29,0.996875,277.70875573158264
469,0.1,0.01,64,29,0.996875,277.70875573158264
470,0.1,0.01,64,29,0.996875,277.70875573158264
471,0.1,0.01,64,29,0.996875,277.70875573158264
472,0.1,0.01,64,29,0.996875,277.70875573158264
473,0.1,0.01,64,29,0.996875,277.70875573158264
474,0.1,0.01,64,29,0.996875,277.70875573158264
475,0.1,0.01,64,29,0.996875,277.70875573158264
476,0.1,0.01,64,29,0.996875,277.70875573158264
477,0.1,0.01,64,29,0.996875,277.70875573158264
478,0.1,0.01,64,29,0.996875,277.70875573158264
479,0.1,0.01,64,29,0.996875,277.70875573158264
480,0.1,0.01,64,29,0.996875,277.70875573158264
481,0.1,0.01,64,29,0.996875,277.70875573158264
482,0.1,0.01,64,29,0.996875,277.70875573158264
483,0.1,0.01,64,29,0.996875,277.70875573158264
484,0.1,0.01,64,29,0.996875,277.70875573158264
485,0.1,0.01,64,29,0.996875,277.70875573158264
486,0.1,0.01,64,29,0.996875,277.70875573158264
487,0.1,0.01,64,29,0.996875,277.70875573158264
488,0.1,0.01,64,29,0.996875,277.70875573158264
489,0.1,0.01,64,29,0.996875,277.70875573158264
490,0.1,0.01,64,29,0.996875,277.70875573158264
491,0.1,0.1,64,27,1.0,257.97212767601013
492,0.1,0.1,64,27,1.0,257.97212767601013
493,0.1,0.1,64,27,1.0,257.97212767601013
494,0.1,0.1,64,27,1.0,257.97212767601013
495,0.1,0.1,64,27,1.0,257.97212767601013
496,0.1,0.1,64,27,1.0,257.97212767601013
497,0.1,0.1,64,27,1.0,257.97212767601013
498,0.1,0.1,64,27,1.0,257.97212767601013
499,0.1,0.1,64,27,1.0,257.97212767601013
500,0.1,0.1,64,27,1.0,257.97212767601013
501,0.1,0.1,64,27,1.0,257.97212767601013
502,0.1,0.1,64,27,1.0,257.97212767601013
503,0.1,0.1,64,27,1.0,257.97212767601013
504,0.1,0.1,64,27,1.0,257.97212767601013
505,0.1,0.1,64,27,1.0,257.97212767601013
506,0.1,0.1,64,27,1.0,257.97212767601013
507,0.1,0.1,64,27,1.0,257.97212767601013
508,0.1,0.1,64,27,1.0,257.97212767601013
509,0.1,0.1,64,27,1.0,257.97212767601013
510,0.1,0.1,64,27,1.0,257.97212767601013
511,0.1,0.1,64,27,1.0,257.97212767601013
512,0.1,0.1,64,27,1.0,257.97212767601013
513,0.1,0.1,64,27,1.0,257.97212767601013
514,0.1,0.1,64,27,1.0,257.97212767601013
515,0.1,0.1,64,27,1.0,257.97212767601013
516,0.1,0.1,64,27,1.0,257.97212767601013
517,0.1,0.1,64,27,1.0,257.97212767601013
518,0.1,0.1,64,27,1.0,257.97212767601013
519,0.1,1.0,64,29,0.1375,276.71840381622314
520,0.1,1.0,64,29,0.1375,276.71840381622314
521,0.1,1.0,64,29,0.1375,276.71840381622314
522,0.1,1.0,64,29,0.1375,276.71840381622314
523,0.1,1.0,64,29,0.1375,276.71840381622314
524,0.1,1.0,64,29,0.1375,276.71840381622314
525,0.1,1.0,64,29,0.1375,276.71840381622314
526,0.1,1.0,64,29,0.1375,276.71840381622314
527,0.1,1.0,64,29,0.1375,276.71840381622314
528,0.1,1.0,64,29,0.1375,276.71840381622314
